conv_id	prompt_pl	prompt	context	mood	mood_idx	sentiment	sentiment_idx
hit:11661_conv:23322	Tak bardzo boję się śmierci mojego psa.	I am so scared of my dog dying.	afraid	fear	4	bad	1
hit:1367_conv:2735	Mam nadzieję, że wkrótce dostanę lepiej płatną pracę, naprawdę przydałoby mi się pieniądze	I am hopeful I will get a better paying job soon, I could really use the money	hopeful	confidence	1	good	0
hit:5258_conv:10516	W zeszły weekend poszedłem na basen. Wychodziłem z basenu, kiedy mój strój kąpielowy zrywał się od tyłu. Czułam się tak źle.	Last weekend, I went to the swimming pool. I was getting out of the swimming pool when my swim short teared from behind. I felt so bad.	ashamed	guilt	6	bad	1
hit:7886_conv:15773	Często zwijam się w kłębek z dobrą książką, żeby się zrelaksować. Może być tak spokojnie.	I frequently curl up with a good book to relax. It can be so peaceful.	content	happiness	0	good	0
hit:11524_conv:23049	Szkoła zaczęła się w tym tygodniu. Sprawdziłem i upewniłem się, że jestem gotowy na ten rok	School started back this week. I checked and checked to make sure i was ready for this year	prepared	confidence	1	good	0
hit:8547_conv:17094	Wgniótłem samochód taty, gdy miałem 18 lat i nadal nie powiedziałem mu prawdy na ten temat.	I dented my dad's car when I was 18 and I still haven't told him the truth about it.	guilty	guilt	6	bad	1
hit:3156_conv:6313	Moja mama była chora. Bardzo martwiłem się o jej stan.	My Mother was ill. I was very worried about her condition.	caring	other_good	2	good	0
hit:10152_conv:20305	Próbuję zaoszczędzić pieniądze na zakup domu do przyszłego roku. Jeśli wszystko pójdzie dobrze, może się zdarzyć.	I'm trying to save up money to buy a home by next year. If all goes well It can happen.	hopeful	confidence	1	good	0
2924-6	Myślę, że właściwie mam cechy obu. Wyglądam bardziej jak moja matka.	I think I have traits of both , actually . I look more like my mother .	no emotion	neutral	8	neutral	2
hit:5353_conv:10707	Kolejny nowy samochód stoi na mojej ulicy. Jak każdy może stale pozwolić sobie na nowe rzeczy.	Another new car is on my street. How can everyone constantly afford new things.	jealous	other_bad	7	bad	1
hit:5288_conv:10576	Musiałem wczoraj wynieść śmieci i worek pękł. Nigdy w życiu nie byłam tak zniesmaczona.	I had to take out the trash yesterday and the bag burst. Never been so disgusted in my life.	disgusted	other_bad	7	bad	1
hit:11823_conv:23647	Ktoś dzisiaj wyrzucił mój lunch w pracy. Byłem tak zdenerwowany, że ktoś to zrobił.	Someone threw away my lunch at work today.  I was so upset someone did that.	angry	anger	3	bad	1
hit:11449_conv:22898	Ufałem mojemu synowi, że będzie prowadził podczas snu. Zawsze jeżdżę i denerwuję się, gdy jadę z kimś innym. Zrobił naprawdę dobrze. Nawet mnie nie obudził.	I trusted my son to drive while I slept.  I always drive and get nervous when riding with someone else driving.  He did really good.  He didn't even wake me up.	trusting	other_good	2	good	0
hit:7315_conv:14631	Postanowiłem dziś wieczorem grillować stek na kolację. Rozkojarzyłem się i spłonęło.	I decided to grill a steak tonight for dinner.  I got distracted and it got burned.	angry	anger	3	bad	1
hit:10195_conv:20391	Pewnego razu zjechałem na podjazd i zobaczyłem, że mój pies spadł z łańcucha i wypadł z naszego podwórka. Coś mi podpowiedziało, żebym złapał psa i włożył go z powrotem na łańcuch, bo miał się skończyć, przejechał, no cóż, nie słuchałem i na pewno mój pies został potrącony przez samochód wkrótce potem i zginął.	Once I pulled into my drive way and saw that my dog was off the chainand had gotton out of our yard. Something told me to get the dog and put it back on the chain our it was going to end up ran over , well I didn't listen and sure enough my dog was hit by a car shortly afterward and was dead.	devastated	sadness	5	bad	1
hit:6057_conv:12115	Uwielbiam pomagać mamie, kiedy jest chora.	I love helping out my mom when she's sick.	caring	other_good	2	good	0
hit:1480_conv:2961	Mój menadżer kłamie na temat obiecanego awansu.	My manager keep lying about a promotion that he promised.	angry	anger	3	bad	1
hit:263_conv:527	Niedawno zacząłem leczenie in vitro w nadziei zajścia w ciążę. Próbowałem od zawsze.	I recently started in vitro treatments in hopes of getting pregnant. I have been trying forever.	hopeful	confidence	1	good	0
hit:37_conv:75	Czułem nadzieję, kiedy po raz pierwszy spotkałem swoją lepszą połowę. Daje mi nadzieję na moje pozostałe życie, nic nie mówiąc. Czuję nadzieję po ślubie.	I Felt hopeful when I met my betterhalf for the first time. She gives me hope for my remaining life without saying anything. I feel hopeful after my marriage.	hopeful	confidence	1	good	0
1785-6	Dlaczego jesteś nerwowy ?	Why are you nervous ?	no emotion	neutral	8	neutral	2
hit:6417_conv:12834	Mój ptaszek zawsze hałasuje.	My pet bird is always making noise.	annoyed	anger	3	bad	1
hit:5832_conv:11664	Zapomniałem o urodzinach żony.	I forgot about wife's birthday.	guilty	guilt	6	bad	1
hit:11118_conv:22236	Jestem sfrustrowany, gdy próbuję połączyć się z Internetem, ale moje Wi-Fi nie działa lub działa tak wolno, że nie mogę otworzyć żadnego filmu.	I am frustrated when I try to get online but my wifi is not working or it works so slow that I can not open any video.	disappointed	sadness	5	bad	1
hit:6345_conv:12690	Ostatniej nocy poszedłem sam do kręgielni. To było dość samotne.	I went to the bowling alley all by myself last night. It was quite lonesome.	lonely	sadness	5	bad	1
hit:3389_conv:6778	Siostra udzieliła mi rady w bardzo trudnej sytuacji. Byłem tak szczęśliwy, że była tam, kiedy jej potrzebowałem.	My sister gave me some advise during a very difficult situation. I was so glad that she was there when I needed her.	grateful	happiness	0	good	0
2458-1	Nie, tam może być niebezpiecznie.	No , it might be dangerous there .	no emotion	neutral	8	neutral	2
hit:2431_conv:4863	Zabieram swoją nastoletnią córkę na zakupy po szkolne ubrania. Bedzie fajnię	I get to take my teenage daughter shopping for school clothes. This is going to be fun	excited	happiness	0	good	0
hit:570_conv:1140	Miałem specjalne kwiaty rosnące przez 3 lata i nowy ogrodnik zniszczył je wszystkie.	I had some special flowers growing for 3 years and a new landscaper destroyed them all.	furious	anger	3	bad	1
hit:2368_conv:4737	W mojej społeczności głosowało wiele osób. Myślę, że wkrótce nastąpi zmiana.	A lot of people voted in my community. I think there is going to be a change soon.	hopeful	confidence	1	good	0
hit:4861_conv:9723	Moja przyjaciółka opowiadała mi, jak niedawno kupiła bilety na festiwal ze zniżką i zaproponowała mi, żebym kupił od niej bilet, jeśli jestem zainteresowany. To byłby mój pierwszy festiwal.	My friend was telling me how she recently bought tickets to a festival at a discount and she offered me to purchase a ticket from her if I'm interested. It would be my first festival.	excited	happiness	0	good	0
hit:196_conv:393	W ostatnie zimy poszedłem pod górę i wziąłem 2-godzinne lekcje jazdy na nartach, które naprawdę pomogły mi cieszyć się jazdą na nartach później	Last winters, I went uphill and took a 2 hour Skiing classes which really helped to enjoy Skiing there after	confident	confidence	1	good	0
hit:6903_conv:13806	Poszedłem do pracy z jakimś poważnym wezgłowiem. Poszedłem do łazienki po tym, jak byłem tam przez kilka godzin i zobaczyłem, jak okropnie wyglądam!	I went to work with some serious bedhead. I went to the bathroom after being there for a few hours I saw how aweful I looked!	embarrassed	guilt	6	bad	1
hit:6397_conv:12794	Wszedłem do mojego brata, który przeglądał moje biurko!	I walked in on my brother going through my desk!	angry	anger	3	bad	1
hit:8185_conv:16371	Nie mogę się doczekać mojej podróży w przyszłym tygodniu!	I cant wait for my trip next week!	excited	happiness	0	good	0
hit:6136_conv:12273	Przez weekend byłem trochę przygnębiony. Dziewczyna odwołała naszą randkę	I was a little down over the weekend. A girl canceled our date	disappointed	sadness	5	bad	1
hit:6646_conv:13293	W tym roku w końcu doszedłem do sprawności fizycznej. Odkładałem to.	I finally got my physical this year. Been putting it off.	content	happiness	0	good	0
7654-4	Pracujesz tam? Mam dzisiaj wywiad z Dalem Mendozą. Znasz ją ?	Do you work there ? I have an interview today with Dale Mendoza . Do you know her ?	no emotion	neutral	8	neutral	2
hit:284_conv:568	Moje mieszkanie zostało okradzione.	My apartment was robbed..	devastated	sadness	5	bad	1
hit:3645_conv:7291	Miałem całkiem relaksujące popołudnie. Siedziałem na zewnątrz i cieszyłem się wiatrem, obserwując, jak bawią się moje dzieci.	I had a pretty relaxing afternoon. Sat outside and enjoyed the breeze while watching my kids play.	content	happiness	0	good	0
hit:12279_conv:24559	Zmarł jeden ze współpracowników. Nie chcę wracać do pracy.	One of coworkers passed away. I dont want to go back to work.	sad	sadness	5	bad	1
hit:11110_conv:22220	Jestem tak zawstydzony, że upadłem na twarz autobusu pierwszy na okrążenie innego mężczyzny.	I am so embarrassed I fell on the bus face first into another mans lap..	embarrassed	guilt	6	bad	1
5947-8	Jeśli to problem, nie musisz tego robić za mnie.	If it's a problem , you don't have to do it for me .	no emotion	neutral	8	neutral	2
7784-1	callous to świetna internetowa usługa pośrednictwa pracy, która jest dostępna dla Ciebie.	callous is a great Internet-based placement service that is available to you .	no emotion	neutral	8	neutral	2
hit:5001_conv:10002	Byłem przerażony, gdy mieliśmy wielką burzę lodową i przez tygodnie nie było prądu.	I was terrified when we had a major ice storm and the electricity was out for weeks.	terrified	fear	4	bad	1
hit:453_conv:907	Obecnie jestem bardzo zaniepokojony.	I am very apprehensive these days.	apprehensive	fear	4	bad	1
hit:10835_conv:21670	Mój współpracownik zostawił mnie dzisiaj wcześnie i zostawił mi mnóstwo pracy. Nie mogę uwierzyć, że zawsze mu się to udaje.	My coworker left early on me today and left me with a ton of work. I can't believe he always gets away with it.	annoyed	anger	3	bad	1
8244-7	W takim razie wątpię, czy w ogóle lubisz opery.	Then I doubt if you like operas at all .	no emotion	neutral	8	neutral	2
hit:8466_conv:16933	Ostatnio sprawy nie układały się tak dobrze, ale nie mogę się doczekać udanych wakacji w tym roku.	Things haven't been going so well recently, but I am looking forward to the possibility of a nice vacation this year.	hopeful	confidence	1	good	0
hit:2263_conv:4527	Denerwują mnie ludzie, którzy nie rozumieją osobistej przestrzeni.	I get aggravated with people who don't understand personal space.	annoyed	anger	3	bad	1
hit:2801_conv:5602	W swojej pracy dbam o małe dzieci i to wiele dla mnie znaczy.	At my job, I care for young children and it means a lot to me.	caring	other_good	2	good	0
hit:10047_conv:20095	Kilka dni temu zostawiłem swój dowód w samochodzie znajomego. Powiedziałem mu, a on powiedział, że zwróci mi to jak najszybciej.	I left my ID in a friend's car a few days ago. I told him and he said he will return it to me asap.	trusting	other_good	2	good	0
hit:363_conv:726	Uczyłem się naprawdę do egzaminu licencyjnego.	I've been studying really for my license exam.	faithful	other_good	2	good	0
hit:7510_conv:15020	Ostatniej nocy poszedłem po pracy do baru na kilka drinków. Po chwili zacząłem rozmawiać z kobietą obok mnie i zdobyłem jej numer, wiedząc, że mam dziewczynę w domu.	Last night i went to the bar after work to get a few drinks. After a while I started talking to the female next to me and got her number, knowing i have a girlfriend at home.	guilty	guilt	6	bad	1
4025-1	Martwię się o swoją córkę. Nie może zdecydować o college'u.	I ’ m worried about my daughter . She can ’ t decide about college .	no emotion	neutral	8	neutral	2
hit:1880_conv:3760	Jestem teraz szczęśliwy, mam dziewczynę, przyjaciół i dobrą pracę	I am happy right now, I have a girlfriend, friends and a good job	joyful	happiness	0	good	0
hit:463_conv:927	Po 4 miesiącach udzielania wywiadów. Dzisiaj w końcu dostałem pracę!	After 4 months of going on interviews.  Today I finally got a job!	joyful	happiness	0	good	0
hit:11991_conv:23982	Zainwestowałem trochę pieniędzy, które od lat oszczędzałem na giełdzie. Straciłem to wszystko w ciągu tygodnia.	I invested some money I had saved up for years in the stock market. I lost it all in one week.	disappointed	sadness	5	bad	1
hit:11481_conv:22963	Za pierwszym razem, gdy przystąpiłem do egzaminu SAT, mój wynik był o wiele niższy, niż myślałem, że zapłaciłem za zajęcia po tygodniu depresji.	The first time I took the SAT my score was so much lower than I thought that I paid for a class after a week of depression.	devastated	sadness	5	bad	1
hit:3697_conv:7395	Jestem tak zdenerwowany, ponieważ zgubiłem mój ulubiony but. Teraz jestem spóźniony na siłownię!	I am so upset because I lost my favorite shoe. I am late for the gym now!	angry	anger	3	bad	1
hit:1080_conv:2160	Byłem dumny, kiedy mój brat skończył college. Naprawdę ciężko na to pracował	I was proud when my brother graduated college. He really did work hard for it	proud	other_good	2	good	0
hit:10161_conv:20323	Wszyscy moi znajomi zapisali się na lekcje jazdy konnej, ale ja nigdy wcześniej nie byłem. Nie byłam pewna, czy chcę z nimi pojechać, ale przekonali mnie, żebym się zapisał i pojechał, mimo że bardzo się bałam!	All my friends signed up for horse back riding lessons but I had never been before.  I wasn't sure I wanted to go with them but they convinced me to sign up and go even though I was very scared!	apprehensive	fear	4	bad	1
hit:9809_conv:19619	Podczas próby dla mojej drużyny hokejowej. Byłem jednym z lepszych graczy na lodzie.	When trying out for my hockey team. I was one of the better players on the ice.	hopeful	confidence	1	good	0
hit:11855_conv:23711	Muszę dzisiaj zrobić sześciowarstwową kąpiel fasolową. Jestem na to gotowa.	I have to make a six layer bean dip later today.  I am so ready to do it.	prepared	confidence	1	good	0
hit:1140_conv:2281	Byłem raczej głodny, a potem kolega dał mi coś do jedzenia!	I was feeling rather hungry and then my friend gave me some food!	grateful	happiness	0	good	0
hit:877_conv:1754	Niedawno zamówiłem kurczaka i nadal był różowy w środku.	I ordered chicken the other day and it was still pink on the inside.	angry	anger	3	bad	1
hit:2984_conv:5968	Uwielbiam spędzać czas i pomagać babci	I love spending time and helping oout my grandma	caring	other_good	2	good	0
8752-2	Widzę . Oferujemy kredyty mieszkaniowe lub kredyty hipoteczne z oprocentowaniem 0,42% miesięcznie.	I see . We offer Personal Housing Loans , or mortgages , at a rate of 0.42 % per month .	no emotion	neutral	8	neutral	2
hit:11201_conv:22402	Tata zostawił sobie ostatni kawałek pizzy pewnego wieczoru po obiedzie. Wstałem w środku nocy i zjadłem.	My dad saved the last piece of pizza for himself one night after dinner. I got up in the middle of the night and ate it.	guilty	guilt	6	bad	1
hit:832_conv:1665	Kilka słów źle wypowiedziałem publicznie i wiele osób usłyszało.	I misspoke some words out in public and lots of people heard.	embarrassed	guilt	6	bad	1
hit:11579_conv:23158	Mój sąsiad zaprosił mnie na randkę, chociaż wie, że jestem żonaty. Powiedziałem mu, że nie	My neighbor, asked me out on a date, even though he knows I am married. I told him no	faithful	other_good	2	good	0
hit:9960_conv:19920	Jestem mężem mojej żony od ponad 20 lat.	I've been married to my wife for over 20 years now.	content	happiness	0	good	0
hit:8666_conv:17332	Mój pies kupił dzisiaj dywan. Nigdy nie byłem tak zawiedziony.	My dog pooped on the rug today. Never have I been so let down.	disappointed	sadness	5	bad	1
hit:7009_conv:14019	Mój mąż wybiera się na wyprawę na ryby z kilkoma przyjaciółmi w październiku. Właściwie to nie mogę się doczekać - po prostu trochę czasu z moimi dziewczynami robiącymi rzeczy dla dziewczyn!	My husband is going on a fishing trip with some of his friends in October.  I'm actually looking forward to it - just some time with my girls doing girl stuff!	excited	happiness	0	good	0
hit:6938_conv:13877	Mój mąż sprawia, że czuję się w ten sposób, mam szczęście, że go mam.	My husband makes me feel this way, I am so lucky to have him.	grateful	happiness	0	good	0
hit:4454_conv:8909	Ktoś w zeszłym tygodniu pomalował sprayem mój samochód. Jestem z tego powodu zły.	Someone spray painted my car last week.  I am so angry about it.	furious	anger	3	bad	1
hit:5149_conv:10298	Naprawdę bolało mnie, kiedy mój brat się wyprowadził. Nie mogłem tego znieść	It really hurt me when my brother moved away. I could not handle it	devastated	sadness	5	bad	1
hit:6063_conv:12127	Byłem wkurzony przez mojego przyjaciela	i was pissed ofby my friend	annoyed	anger	3	bad	1
5917-1	tak, wejdź. jak tam twoja nowa praca	yes , come on in . how's your new job going ?	no emotion	neutral	8	neutral	2
hit:1280_conv:2560	Widziałem w zeszłym miesiącu absolwenta kolegium mojego brata! Byłem bardzo szczęśliwy, że w końcu osiągnął to, na co ciężko pracował. Mam jednak nadzieję, że wkrótce dostanie pracę.	Saw my brother graduate college last month! Felt so happy for him finally achieving what he's worked hard for. Hope he gets a job soon, though.	proud	other_good	2	good	0
hit:511_conv:1022	My (przyjaciele rodziny) planowaliśmy wyjazd wakacyjny na ostatni weekend. Przygotowywałam się do tego jak pakowanie sukienki i szykowanie się do niej. Niestety jeden z moich kuzynów nie mógł przyjechać z powodów osobistych. Więc właśnie odwołaliśmy podróż. Było mi przykro z powodu odwołania tej podróży.	We (family friends) planned a holiday trip to go for the last weekend. I was preparing for that like packing dress and getting ready to it. Unfortunately one of my cousin was unable to come due to his personal reasons. So we just cancelled the trip. I was feeling sad for this trip cancellation.	sad	sadness	5	bad	1
4405-1	Tak ! On jest miłym facetem . Jest bardzo pomocny i zawsze pochyla się do tyłu, aby pomóc tym, którzy jej potrzebują.	Yeah ! He is a nice guy . He is very helpful and always bends over backward to help those who are in need of help .	no emotion	neutral	8	neutral	2
hit:11598_conv:23196	Poszedłem do nawiedzonego domu w weekend i to było super przerażające!	I went to a haunted house over the weekend and it was super scary!	terrified	fear	4	bad	1
hit:4085_conv:8171	Kupiłem trochę mleka i nie zwróciłem uwagi na datę. To wygasa jutro!	I bought some milk and didn't pay attention to the date. IT expires tomorrow!	furious	anger	3	bad	1
hit:6352_conv:12704	Mój syn zdradził wczoraj swój test. Nigdy w życiu nie byłem tak zawiedziony.	My son cheated on his test yesterday. Never been so let down in my life.	disappointed	sadness	5	bad	1
hit:1584_conv:3169	Mój mąż to wspaniały facet. Nigdy nie muszę się martwić, że wyjdzie i mnie oszuka. To świetnie, bo kiedyś byłem zazdrosny.	My husband is such a great guy. I don't ever have to worry about him going out and cheating on me. That is great because I used to be a jealous person.	trusting	other_good	2	good	0
hit:9003_conv:18006	Któregoś dnia chciałem popcornu z moim filmem, więc wstawiłem go do kuchenki mikrofalowej, nie myśląc o tym, ile może mieć lat. Myślę, że był naprawdę stary i dosłownie eksplodował w całej mojej kuchence mikrofalowej. Nie wiem, jak to posprzątać.	I wanted some popcorn with my movie the other day so I put some in the microwave without thinking about how old it could be. I guess it was really old and it had literally exploded all over my microwave. I cant figure out how to clean it up.	annoyed	anger	3	bad	1
hit:5945_conv:11890	Zamówiłem odkurzacz z firmy online w ramach umowy magazynowej ... i mimo że został sprawdzony ... przycisk zasilania nie działał, dopóki go nie trzymałeś! Radzenie sobie z CS zajęło trochę czasu i było uciążliwe!	I ordered a vacuum from a company online on a warehouse deal..and even though it was inspected..the power button didn't work unless you held it IN! Dealing with the CS took awhile and was a pain!	annoyed	anger	3	bad	1
hit:8903_conv:17807	Właśnie powiedziałem koleżance, że nie mogę uczestniczyć w jej urodzinach, bo boli mnie głowa, ale prawda jest taka, że wolę zostać w domu i skończyć oglądanie serialu na Netflix, teraz źle mi się czuję.	I just told a friend I couldn't attend her birthday because I have a headache, but the  truth is I prefer to stay home and finish watching a series on Netflix, now I feel bad bout ir.	guilty	guilt	6	bad	1
hit:3778_conv:7557	Niedawno znalazłem iguanę na swoim podwórku. Nienawidzę legwanów!	The other day I found an iguana in my backyard. I hate iguanas!	afraid	fear	4	bad	1
hit:4024_conv:8048	Byłem szczęśliwy, gdy zobaczyłem, jak Lebron James idzie do lakersów	i was happy when i saw lebron james go to the lakers	joyful	happiness	0	good	0
hit:7768_conv:15536	Złożyłem propozycję agentowi. Naprawdę chciałem, żeby polubiła moją pracę i wzięła mnie jako klienta.	I submitted a proposal to an agent. I really wanted her to like my work and take me as a client.	hopeful	confidence	1	good	0
hit:4086_conv:8172	Straciłem dużo pieniędzy w kasynie. Obiecałem moim dzieciom fajny wypad przed rozpoczęciem szkoły. Źle się czuję.	I lost a lot of money at the casino. I promised my kids a nice outing before school starts I feel bad.	guilty	guilt	6	bad	1
10994-0	Przepraszam, czy możesz mi powiedzieć, gdzie jest główna ulica?	Excuse me , can you tell me where Main Street is ?	no emotion	neutral	8	neutral	2
hit:9122_conv:18245	Nie dostałem się do mojej szkoły pierwszego wyboru.	I didn't get into my first choice school.	sad	sadness	5	bad	1
hit:722_conv:1444	Czasami bardziej lubię swoje dzieci, kiedy się zdrzemną. Nie są wtedy głośni.	I sometimes like my kids better when they take a nap. They arent loud then.	guilty	guilt	6	bad	1
hit:2277_conv:4554	Cieszę się, że teraz pracuję w domu na pełny etat	I am so reieved to be working from home full time now	content	happiness	0	good	0
hit:6535_conv:13071	Ktoś ukradł moją paczkę, którą zamówiłem! Jestem wściekły!	Somebody stole my package I ordered! I am so mad!	furious	anger	3	bad	1
hit:11799_conv:23599	Mój kot nie przestanie na mnie miauczeć. on jest szalonym człowiekiem.	My cat will not stop meowing at me. he is a mad man.	annoyed	anger	3	bad	1
hit:5685_conv:11371	Te dzieciaki jeżdżą na rowerach po moim trawniku! Zabili wszystkie moje kwiaty!	These kids keep riding their bikes through my lawn! They've killed every one of my flowers!	angry	anger	3	bad	1
hit:6985_conv:13970	Kilka tygodni temu w drodze do pracy pękła mi opona. Dostałem reprymendę za spóźnienie.	I had a tire blow out on my a few weeks ago on my way to work. I got reprimanded for being late.	disappointed	sadness	5	bad	1
hit:1172_conv:2345	Jestem taki zły na prezydenta Trumpa.	I am so annoyed at president Trump.	disappointed	sadness	5	bad	1
hit:8532_conv:17065	Ciągle widzę cienie za przednimi oknami, a potem słyszę kroki przy drzwiach, ale kiedy sprawdzam, nikogo tam nie ma.	I keep seeing shadows outside my front windows and then hearing footsteps by the door but when I check, there's no one there.	afraid	fear	4	bad	1
hit:39_conv:79	Byłem zazdrosny, gdy mój współpracownik zajmował pierwsze miejsce, gdy wiedziałem, że oszukuje.	I was jealous when my co worker kept getting top spot when i knew he was cheating.	jealous	other_bad	7	bad	1
hit:6852_conv:13705	Tego lata wynająłem dom na plaży. Było tak brudno, że mogłem zostać. Wszędzie były karaluchy.	I rented a house on the beach this summer. It was so dirty that I could stay. There were cockroachs everywhere.	disgusted	other_bad	7	bad	1
hit:7527_conv:15054	Moje zadanie domowe nie zostało przyjęte na lekcje Calculus. Profesor twierdzi, że to plagiat	My homework submission had not been accepted for Calculus class. Professor claims it was plagiarized	angry	anger	3	bad	1
hit:4144_conv:8289	Nie poznałam żadnych przyjaciół, odkąd się tu przeprowadziłam.	I haven't made any friends since I moved out here.	lonely	sadness	5	bad	1
hit:12159_conv:24318	Niedawno przeszedłem operację kamienia nerkowego. Jestem bardzo wdzięczna mojej żonie, która tak dobrze się mną opiekowała po operacji. Byłem pod jej opieką przez dwa tygodnie, ale tak bardzo troszczyła się o wszystkie moje potrzeby.	I recently had surgery for a kidney stone.  I am so thankful for my wife who took such good care of me after the surgery.  I was under her care for two weeks, but she was so considerate to all my needs.	caring	other_good	2	good	0
6710-26	To wspaniała rzecz w przypadku płyt DVD - jeśli Twój syn zacznie zbierać płyty DVD, będą one trwać wiecznie. Nigdy nie zgniją.	This is the excellent thing about DVDs.If your son starts to collect DVDs , they will last forever . They will never rot .	no emotion	neutral	8	neutral	2
hit:11699_conv:23398	Właśnie wróciłem do domu z wakacji i czuję się super zrelaksowany.	I just got home from a vacation and feel super relaxed.	content	happiness	0	good	0
hit:2512_conv:5025	Zostawiłem obraźliwy związek. Przyjmował mnie mój najlepszy przyjaciel.	I left an abusive relationship. My best friend took me in.	grateful	happiness	0	good	0
hit:1991_conv:3982	Moja siostrzenica otrzymała licencję w zeszłym tygodniu. Nie mogę w to uwierzyć, jestem bardzo zadowolony z tego, jaka jest teraz dorosła.	My niece got her license last week. I can't believe it, I'm so happy with how grown up she is now.	proud	other_good	2	good	0
9519-3	Co zamówiłeś ?	What did you order ?	no emotion	neutral	8	neutral	2
hit:2528_conv:5057	Wyszedłem na kolację do eleganckiej restauracji z mężem zeszłej nocy. To było idealne doświadczenie, dopóki nie musiałem skorzystać z toalety i zdałem sobie sprawę, jak obrzydliwie, brudno i śmierdząco. To sprawiło, że straciłem apetyt.	I went out to dinner at a fancy restaurant with my husband the other night. It was a perfect experience until I had to use the restroom and realized how gross and dirty and smelly it was. It made me lose my appetite.	disgusted	other_bad	7	bad	1
hit:6341_conv:12682	Mój słonik kupił wczoraj na dywaniku. Byłem taki szalony!	My dog elephant pooped on the rug yesterday. I was so mad!	furious	anger	3	bad	1
hit:11368_conv:22737	Kiedy mój sąsiad dostał nowy samochód	When my neighbour got a brand new car	jealous	other_bad	7	bad	1
10696-3	Współpracując z moimi kolegami udało nam się zwiększyć wydajność produkcji o 5%.	Working with my colleagues , we were able to increase the production efficiency by 5 % .	no emotion	neutral	8	neutral	2
hit:1486_conv:2972	Chciałbym spróbować skoku ze spadochronem.	I would like to try skydiving.	afraid	fear	4	bad	1
hit:5753_conv:11506	Jestem gotowy na Święto Pracy.	I am ready for Labor Day.	prepared	confidence	1	good	0
hit:11680_conv:23360	Moja taksówka spóźniła się i spóźniłem się na spotkanie.	My taxi came late and I missed my meeting.	furious	anger	3	bad	1
hit:586_conv:1172	W zeszłym roku mój współlokator wyjechał, a ja nie znałam wielu ludzi na studiach, więc zrobiło się trochę za cicho	Last year my roommate left and my I didnt know many people at college so it got a bit too bring and quiet	lonely	sadness	5	bad	1
hit:9779_conv:19558	Byłem wściekły, kiedy nie miałem dnia wolnego	i was mad when i didnt get the day off	angry	anger	3	bad	1
hit:2_conv:5	Niedawna rozmowa kwalifikacyjna spowodowała, że poczułem się bardzo zaniepokojony, ponieważ czułem, że nie jestem przygotowany.	A recent job interview that I had made me feel very anxious because I felt like I didn't come prepared.	terrified	fear	4	bad	1
2624-9	Myślę, że zdecydowanie powinieneś aplikować na to stanowisko.	I think you should definitely apply for the position .	no emotion	neutral	8	neutral	2
hit:11208_conv:22416	Wiosna posprzątałem cały dom. Potem siedziałem i cieszyłem się książką.	I spring cleaned my whole house. Then I sat and enjoyed a book.	content	happiness	0	good	0
hit:3226_conv:6452	Byłem zdenerwowany, kiedy zaczynałem nową szkołę. Nikogo nie znałem	I was nervous when I started a new school. I did not know anyone	apprehensive	fear	4	bad	1
hit:10618_conv:21236	W ostatnie święta obaj moi chłopcy byli tu na Boże Narodzenie. To był taki szczęśliwy czas	Last Christmas, both my boys were here for Christmas. It was such a happy time	joyful	happiness	0	good	0
hit:5452_conv:10905	Potem; długo grałem w piłkę nożną, nie mogłem ani biegać, ani kopać piłki, tak jak kiedyś	After ;long time played soccer, i could neither run nor kick the ball as i used to be	embarrassed	guilt	6	bad	1
hit:3282_conv:6565	Widziałem wczoraj straszny film. Tak mnie to przerażało!	I saw a scary movie last night.  I was so frightened by it!	afraid	fear	4	bad	1
2203-6	No dobrze, zgadzam się z tobą co do tego, ale nadal wolę duże miasto.	Well , alright , I agree with you about that , but I still prefer a big town .	no emotion	neutral	8	neutral	2
hit:11663_conv:23327	Mam jutro drafcie do fantasy footballu. mam wszystkie informacje potrzebne do znalezienia idealnego zespołu.	i have a fantasy football draft tomorrow. i have got all the info i need to get the perfect team.	prepared	confidence	1	good	0
hit:8315_conv:16630	Nasz nowo narodzony szczeniak tutaj rośnie każdego dnia! Nie wiedziałem, czy mu się uda, więc to naprawdę słodkie i szczęśliwe to zobaczyć!	Our new baby newborn pup here is getting bigger everyday! I didn't know if he would make it, so it's really sweet and happy to see!	joyful	happiness	0	good	0
hit:6143_conv:12286	Jestem zniesmaczony, gdy patrzę, jak Kowboje prowadzą swoją drużynę, pozwalają tak wielu złym ludziom grać i podejmować decyzje	I am disgusted when I watch the way the Cowboys run their team, they let so many bad people play and make decisions	disgusted	other_bad	7	bad	1
hit:11553_conv:23107	Spędziłem około 5 godzin przygotowując się do testu.	I spent about 5 hours studying for my test.	prepared	confidence	1	good	0
hit:11647_conv:23294	Około 5 lat temu poszedłem na basen. Pod prysznicami niektóre dzieciaki naśmiewały się z mojego ciała. Źle się z tym czułam.	About 5 years ago, I went to a swimming pool. In the showers, some kids made fun of my body. I felt bad about it.	ashamed	guilt	6	bad	1
hit:11079_conv:22159	Chciałem pojechać do Gruzji, ale moja podróż została odwołana	I wanted to go to Georgia but my trip was cancelled	disappointed	sadness	5	bad	1
hit:5541_conv:11083	Czułem się tak, gdy nie dostałem awansu w pracy, na którą tak ciężko pracowałem.	I felt this way when I did not get the promotion at work that I worked so hard for.	disappointed	sadness	5	bad	1
